"id","name","place_id","address","type","beds","phone","email","website","created_at"
"529","University hospital Hassan II",NULL,"BP 5495, Avenue Ibn Sina, Casablanca","HÔPITAL","1000","0522432222",NULL,NULL,"2025-12-14 14:22:20"
"530","Clinique Bades","150","Route de Targuist, Al Hoceima 32000","HÔPITAL","150","0539880000",NULL,NULL,"2025-12-14 14:22:20"
"531","Clinique rif","129","Tétouan","HÔPITAL","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"532","Centre de dialyse Arrayane","129","Rue Arrayane, Tétouan","HÔPITAL","50","0539933333",NULL,NULL,"2025-12-14 14:22:20"
"533","CHU Ibn Sina (Souissi)",NULL,"Boulevard d'Agdal, 10170 Rabat","HÔPITAL","1000","0537774444",NULL,NULL,"2025-12-14 14:22:20"
"534","Hôpital Militaire Mohammed V - المستشفى العسكري محمد الخامس",NULL,"Boulevard Moulay Abdellah, Rabat 10000","HÔPITAL","500","0537733131",NULL,NULL,"2025-12-14 14:22:20"
"535","Polyclinique",NULL,NULL,"HÔPITAL","120",NULL,NULL,NULL,"2025-12-14 14:22:20"
"536","Clinique de Taounate",NULL,NULL,"HÔPITAL","60",NULL,NULL,NULL,"2025-12-14 14:22:20"
"537","Hopital de Taounate",NULL,"Route de Meknès, 32400 Taounate","HÔPITAL","300","0537833333","hopital.de.taounate@minss.gov.ma","https://www.minss.gov.ma","2025-12-14 14:22:20"
"538","Hôpital de Chichaoua مستشفى شيشاوة","173","Route de Marrakech, 28000 Chichaoua","HÔPITAL","150","0528833333","hchichaoua@minss.gov.ma","https://www.minss.gov.ma/hchichaoua","2025-12-14 14:22:20"
"539","Hôpital Des Enfants Du CHU Ibn Sina",NULL,"BP 640, Avenue Ibn Sina, Rabat","HÔPITAL","500","0537632100",NULL,NULL,"2025-12-14 14:22:20"
"540","Maternite du Souissi / CHU Ibn SIna",NULL,"Boulevard Ibn Sina, 10000 Rabat","HÔPITAL","1000","0537771717",NULL,NULL,"2025-12-14 14:22:20"
"541","Centre de diagnostic مركز التشخيص",NULL,"Route de la plage, Nazaré, Province de Nador","HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"542","Clinique an-Nakhil","129","Tétouan","HÔPITAL","150","0539933333","info@an-nakhil.ma","https://an-nakhil.ma/","2025-12-14 14:22:20"
"543","Clinique Tétouan","129","Route de la ville, Tétouan","HÔPITAL","150","0539933456","cliniquetetouan@gmail.com","https://cliniquetetouan.ma","2025-12-14 14:22:20"
"544","Centre de santé",NULL,NULL,"HÔPITAL","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"545","Clinique Chifa",NULL,"BP 1234, Avenue Hassan II, Casablanca","CLINIQUE","150","0522345678","info@cliniquechifa.ma","https://www.cliniquechifa.ma","2025-12-14 14:22:20"
"546","Polyclinique CNSS Ziraoui",NULL,"Boulevard Ziraoui, Casablanca","HÔPITAL","150",NULL,"info@polycliniquecnssziraoui.ma","https://www.polycliniquecnssziraoui.ma","2025-12-14 14:22:20"
"547","Clinic Lina",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"548","Laboratoire analyse médicale Latifa Ouali",NULL,"Avenue Hassan II, 10000 Rabat","HÔPITAL","200","0537737373","info@lamr.org","https://www.lamr.org","2025-12-14 14:22:20"
"549","Clinique Belvedere Centre De Cardiologie",NULL,"BP 1355, Route d'El Jadida, Casablanca","HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"550","Clinique Le Littoral",NULL,"BP 134, 2ème étage, Angle Avenue de l'Armée Royale et Boulevard Moulay Abdellah, Casablanca","HÔPITAL","100","0522434343",NULL,"https://www.cliniquelittoral.ma","2025-12-14 14:22:20"
"551","Clinic Guess",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"552","Clinique Sidi Othmane",NULL,"Rue Sidi Othmane, Casablanca","CLINIQUE","150","0522334455","cliniquesidiothmane@gmail.com","https://cliniquesidiothmane.ma","2025-12-14 14:22:20"
"553","Abi Kacem Zehraoui أبي قاسم الزهراوي",NULL,"Route de l'Université, BP 6419, Rabat","HÔPITAL","1000","0537733131","azh@hcup.ma","http://www.hcup.ma","2025-12-14 14:22:20"
"554","Hopital l Hassani",NULL,NULL,"HÔPITAL","700",NULL,NULL,NULL,"2025-12-14 14:22:20"
"555","Hôpital Ahfir",NULL,"Route de Meknès, Ahfir, Meknès","HÔPITAL","150","0535582300",NULL,NULL,"2025-12-14 14:22:20"
"556","Hopital Ibn Baja",NULL,"Boulevard Mohammed VI, 40000 Marrakech","HÔPITAL","500","0524383838","hopital.ibn.baja@msssi.ma","https://hopitalibnbaja.ma","2025-12-14 14:22:20"
"557","Nouveau Hopital My Abdellah",NULL,NULL,"HÔPITAL","750",NULL,NULL,NULL,"2025-12-14 14:22:20"
"558","Hopital 20 Aout",NULL,"Boulevard de l'Armée Royale, 20100 Casablanca","HÔPITAL","500","0522222222","hopital20aout@marocmail.com","https://hopital20aout.ma","2025-12-14 14:22:20"
"559","Hôpital Hassan II مستشفى الحسن الثاني",NULL,"Boulevard de l'Oasis, 20100 Casablanca","HÔPITAL","1200",NULL,NULL,"https://www.hopital-hassan2.ma","2025-12-14 14:22:20"
"560","مولاي إسماعيل","174","Route de Tadla, Kasba Tadla, 23000","HÔPITAL","500",NULL,"moulay.ismail@hopital.ma","https://hopital-moulayismail.ma","2025-12-14 14:22:20"
"561","La Capitale",NULL,"Avenue Hassan II, Casablanca","HÔPITAL","500","0522343434","info@lacapitale.ma","https://www.lacapitale.ma","2025-12-14 14:22:20"
"562","Polyclinique de la Sécurité sociale",NULL,"Rue de la Sécurité Sociale, Casablanca","HÔPITAL","250","0522222222","polyclinique.securite.sociale@maroc.dz","https://www.pss.ma","2025-12-14 14:22:20"
"563","Hôpital Cheikh Zaid مستشفي الشيخ زايد بالرباط",NULL,"Boulevard Mohammed V, Rabat","HÔPITAL","500",NULL,NULL,"https://www.hcz.ma/contact/","2025-12-14 14:22:20"
"564","Clinique Cornette","175","Rue de la Clinique, Meknès","CLINIQUE","150","0539832311","cliniquecornette@meknes.ma","https://cliniquecornette.ma","2025-12-14 14:22:20"
"565","Hopital Mohamed 6","176","Route de l'aéroport, 23000 Marrakech","HÔPITAL","500","0524433131","hopital.mohamed6@maroc.dz","https://www.hopitalmohamed6.ma","2025-12-14 14:22:20"
"566","Hôpital Mohamed V","133",NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"567","Centre El Fath D`hemodialyse",NULL,"Route de Midar, 40000 Midar","HÔPITAL","50","0535832345","centrelfathdhemodialyse@gmail.com","https://www.centrelfathdhemodialyse.ma","2025-12-14 14:22:20"
"568","Clinique El Amine",NULL,"Rue El Amine, Casablanca","HÔPITAL","150","0522334455","info@cliniqueelamine.ma","https://www.cliniqueelamine.ma","2025-12-14 14:22:20"
"569","Hôpital El Farabi",NULL,NULL,"HÔPITAL","400",NULL,NULL,NULL,"2025-12-14 14:22:20"
"570","Hopital de Trone","177","Cité Economique 64852 TOUISSIT","HÔPITAL","500",NULL,NULL,"https://www.sante.gov.ma/","2025-12-14 14:22:20"
"571","Dispensaire Ich",NULL,NULL,"HÔPITAL","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"572","Hôpital",NULL,NULL,"HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"573","clinique alaoui",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"574","Sidi Hssain Bennacer","178","Route de Marrakech, 45000 Ouarzazate","HÔPITAL","200",NULL,"sidi.hssain.bennacer@minsa.gov.ma",NULL,"2025-12-14 14:22:20"
"575","Hôpital Moulay Hassan Ben Mehdi",NULL,"Boulevard Mohammed VI, 40000 Marrakech","HÔPITAL","500","0524433131",NULL,NULL,"2025-12-14 14:22:20"
"576","Hôpital Hassan II",NULL,"Boulevard de la Souissi, Casablanca","HÔPITAL","1000",NULL,NULL,NULL,"2025-12-14 14:22:20"
"577","Hôpital Hay Salam مستشفى حي السلام",NULL,"Rue 1, Quartier Hay Salam, Casablanca","HÔPITAL","250","0537636363","info@hospitaleyaslam.ma","https://hospitaleyaslam.ma","2025-12-14 14:22:20"
"578","Hôpital Siid Baba مستشفى سيد بابا",NULL,"Route de Fès, Meknès","HÔPITAL","500","0539223456","hospitelsidbaba@gmail.com","https://www.hospitelsidbaba.ma","2025-12-14 14:22:20"
"579","La croix rouge",NULL,"Rue de la Croix Rouge, Casablanca","HÔPITAL","500","0522334455","croixrouge@maroc.org","https://www.croixrouge.ma","2025-12-14 14:22:20"
"580","Hopital Gzoula",NULL,"Route de la Gare, 40000 Guelmim","HÔPITAL","250",NULL,"hospitalgzoula@gmail.com","https://www.hopitalgzoula.ma","2025-12-14 14:22:20"
"581","Centre de Santé Lamharchi",NULL,"Boulevard Mohammed VI, 40000 Marrakech","HÔPITAL","150","0524383838",NULL,NULL,"2025-12-14 14:22:20"
"582","Centre De Dialyse Al Hakim Alaoui","131","Route de la ville nouvelle, Oujda","CLINIQUE","30","0536708989",NULL,"https://www.dialyseoujda.com/","2025-12-14 14:22:20"
"583","Clinique Oujda","131","Route de Tafilalet, Oujda 61000","CLINIQUE","450","0052372345",NULL,NULL,"2025-12-14 14:22:20"
"584","Centre de Santé Village Toba",NULL,NULL,"CLINIQUE","350",NULL,NULL,NULL,"2025-12-14 14:22:20"
"585","Centre Hospitalier",NULL,NULL,"HÔPITAL","39",NULL,NULL,NULL,"2025-12-14 14:22:20"
"586","Clinique Les Palmiers",NULL,"BP 1234, 10000 Casablanca","CLINIQUE","150","0522345678","info@cliniqualespalmiers.ma","https://www.cliniqualespalmiers.ma","2025-12-14 14:22:20"
"587","Hôpital Essaada",NULL,"Boulevard Sidi Mohammed Ben Abdallah, 40000 Marrakech","HÔPITAL","1000","0524433131",NULL,NULL,"2025-12-14 14:22:20"
"588","Centre d'Addictologie",NULL,"BP 10000, Avenue Hassan II, 20100 Casablanca","CLINIQUE","145","0522281111",NULL,NULL,"2025-12-14 14:22:20"
"589","Clinique Les Iris","131","Route de Tafilalet, Oujda 61000","CLINIQUE","94","0536712829",NULL,NULL,"2025-12-14 14:22:20"
"590","Clinique Doukkala",NULL,"Route de Safi, 40000 El Jadida","HÔPITAL","55",NULL,NULL,NULL,"2025-12-14 14:22:20"
"591","Centre d'Hémodialyse Moulay Abdellah",NULL,"Rue de la Liberté, 40000 Marrakech","CLINIQUE","80","0524433131",NULL,NULL,"2025-12-14 14:22:20"
"592","Clinique Le Maroc","131","Route de Tafilalet, Oujda 61000","CLINIQUE","120",NULL,NULL,NULL,"2025-12-14 14:22:20"
"593","Clinique Ibn Sina (Avicenne)","131","Boulevard Mohammed VI, Oujda 60000","CLINIQUE","150","0662322111",NULL,NULL,"2025-12-14 14:22:20"
"594","L'Hôpital des Maladies Psychiatriques",NULL,"Boulevard de l'Armée Royale, 10000 Rabat","HÔPITAL","500","0537633434","lhopital.demaladiespsychiatriques@minss.gov.ma","https://www.minss.gov.ma","2025-12-14 14:22:20"
"595","Centre Mehdi Ibn Toumart مركز المهدي ابن تومرت",NULL,"Route de Tétouan, 40000 Tétouan","HÔPITAL","500","0539933131",NULL,NULL,"2025-12-14 14:22:20"
"596","Centre de Santé Essalam",NULL,"Boulevard Mohammed VI, 40000 Marrakech","HÔPITAL","500","0524380000","info@essalam.ma","https://www.essalam.ma","2025-12-14 14:22:20"
"597","Hôpital kelaat m'gouna",NULL,NULL,"HÔPITAL","400",NULL,NULL,NULL,"2025-12-14 14:22:20"
"598","Hopital Ibn Tofaïl",NULL,"BP 1234, Avenue Mohammed VI, Casablanca","HÔPITAL","500","0522334455","ibtoufal.casablanca@hopitaux.gov.ma","https://www.hopitalibtoufal.ma","2025-12-14 14:22:20"
"599","Polyclinique du Sud",NULL,"Boulevard Mohammed VI, 40000 Marrakech","HÔPITAL","150","0524434343","info@polycliniquedusud.ma","https://www.polycliniquedusud.ma","2025-12-14 14:22:20"
"600","Clinique des orangers",NULL,NULL,"CLINIQUE","60",NULL,NULL,NULL,"2025-12-14 14:22:20"
"601","Polyclinique les Narcisses",NULL,NULL,"HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"602","Clinique Al Irfane","131","Route de Tafilalet, Oujda 61000","CLINIQUE","80","0536532020",NULL,"http://www.clinique-alirfane.com/","2025-12-14 14:22:20"
"603","Dispensaire Mbasso مستوصف امباصو",NULL,"Route de Tétouan, Oujda","CLINIQUE","30","0536703001",NULL,NULL,"2025-12-14 14:22:20"
"604","Dispensaire Riad مركز صحي الرياض",NULL,"Rue de la Liberté, 40160 Sidi Moumen, Casablanca","CLINIQUE","40","0547832424",NULL,NULL,"2025-12-14 14:22:20"
"605","hôpital al kortobi","144","Route de la Corniche, Tanger","HÔPITAL","500","0539333333","hôpital.al.kortobi@tanger.ma","https://www.hôpitalalkortobi.ma","2025-12-14 14:22:20"
"606","Centre de procréation medicalement assistée",NULL,NULL,"CLINIQUE","100",NULL,NULL,NULL,"2025-12-14 14:22:20"
"607","Dispensaire مستوصف","181","Route de Beni Enzar, Beni Enzar","HÔPITAL","20","0612345678","benienzar.dispensaire@hopitaux.ma","https://benienzar.dispensaire.ma","2025-12-14 14:22:20"
"608","Centre de santé Irhalne المركز الصحي إرحالن",NULL,"Route de Ouarzazate, Irhalen","HÔPITAL","150","0548832345","irhalne@centre-sante.ma","https://centre-sante.ma/irhalne","2025-12-14 14:22:20"
"609","المستشفى الاقليمي لانزكان",NULL,"Route de Marrakech, 23000 Anzalan","HÔPITAL","200","0524433333","hospitaleqanzan@minss.gov.ma","https://www.minss.gov.ma","2025-12-14 14:22:20"
"610","Polyclinique de la CNSS",NULL,"Boulevard de l'Académie, 10100 Rabat","HÔPITAL","100","0537737373","polycliniquedelacnss@gmail.com","https://www.polycliniquedelacnss.ma/","2025-12-14 14:22:20"
"611","مـــستشــــفى الزاك",NULL,"Route de Tanger, 40000, Fès","HÔPITAL","400","0535632121",NULL,NULL,"2025-12-14 14:22:20"
"612","Centre de Santé Tabarine",NULL,NULL,"HÔPITAL","450",NULL,NULL,NULL,"2025-12-14 14:22:20"
"613","Clinique Nakhil مصحة النخيل",NULL,"Route de Casablanca, 10 000 Marrakech","HÔPITAL","150","0525282828","info@cliniquenakhil.ma","https://www.cliniquenakhil.ma","2025-12-14 14:22:20"
"614","Dispensaire El Aounia مستوصف العونية",NULL,"Rue El Aounia, Casablanca","HÔPITAL","50","0522334455","info@dispensaire-el-aounia.ma","https://www.dispensaire-el-aounia.ma","2025-12-14 14:22:20"
"615","Clinique RAIS",NULL,"BP 2145, Fès","HÔPITAL","80","0535621108","cliniquerais@gmail.com",NULL,"2025-12-14 14:22:20"
"616","Clinique Agdal مصحة أكدال",NULL,"Boulevard Mohammed V, Agdal, Fès","CLINIQUE","50","0537633131",NULL,NULL,"2025-12-14 14:22:20"
"617","Clinique El Amal",NULL,"Boulevard de l'Armée Royale, 20100 Casablanca","HÔPITAL","150",NULL,"info@cliniqueelamal.ma","https://www.cliniqueelamal.ma","2025-12-14 14:22:20"
"618","Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan",NULL,NULL,"HÔPITAL","700",NULL,NULL,NULL,"2025-12-14 14:22:20"
"619","المستشفى الجهوي الحسن الثاني",NULL,"Route de l'Aéroport, 20100 Casablanca","HÔPITAL","1000","0522222222","hassan2.casablanca@minss.gov.ma","https://www.minss.gov.ma","2025-12-14 14:22:20"
"620","Centre de Formation",NULL,NULL,"HÔPITAL","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"621","Hôpital Eddarrak مستشفى الدراق","183","Route de Meknès, Berkane","HÔPITAL","200","0535535353",NULL,NULL,"2025-12-14 14:22:20"
"622","Sidi Daoud",NULL,"Route de Sidi Daoud, 40000 Sidi Daoud","HÔPITAL","500","0528282828","sidi.daoud.hopital@maroc.ma","https://sidi-daoud-hopital.ma","2025-12-14 14:22:20"
"623","Hopital polyclinique cheikh zaid المركزالاستشفائي الشيخ زايد",NULL,"Route de la Zaidie, 10000, Rabat","HÔPITAL","500","0537737373","info@hopital-polyclinique-cheikh-zaid.ma","https://www.hopital-polyclinique-cheikh-zaid.ma","2025-12-14 14:22:20"
"624","Polyclinique Beni Snassen مستشفى بني يزناسن",NULL,"Route de Berkane, Berkane","CLINIQUE","150",NULL,NULL,NULL,"2025-12-14 14:22:20"
"625","centre hospitalier universitaie",NULL,NULL,"HÔPITAL","650",NULL,NULL,NULL,"2025-12-14 14:22:20"
"626","Radiologie Anoual",NULL,NULL,"CLINIQUE","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"627","Clinique Bennis مصحة بنيس","144","Tanger","CLINIQUE","50","0539333333","cliniquebennis@gmail.com","https://cliniquebennis.ma","2025-12-14 14:22:20"
"628","Clinical Abbadi",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"629","Clinique CIL",NULL,"BP 1234, 10000 Casablanca","CLINIQUE","150","0522345678","info@cliniquecil.ma","https://www.cliniquecil.ma","2025-12-14 14:22:20"
"630","International Clinic",NULL,NULL,"CLINIQUE","60",NULL,NULL,NULL,"2025-12-14 14:22:20"
"631","Clinique Riviera",NULL,"BP 1234, 10000 Casablanca","CLINIQUE","200","0522345678","info@cliniqueriviera.ma","https://www.cliniqueriviera.ma","2025-12-14 14:22:20"
"632","Cinique Al Karim Medecine Physique",NULL,NULL,"CLINIQUE","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"633","Ophtalmo Clinique de Casablanca",NULL,"Boulevard Sidi Mohammed Ben Abdallah, Casablanca","CLINIQUE","50","0522434455","ophtalmo.casablanca@clinique.ma","https://ophtalmo.clinique.ma/casablanca","2025-12-14 14:22:20"
"634","Cinique Multidisciplinaire",NULL,NULL,"CLINIQUE","100",NULL,NULL,NULL,"2025-12-14 14:22:20"
"635","Clinique Cardiologique Casa Oasis",NULL,"Rue de la Clinique, Casablanca","CLINIQUE","150","0522334455","info@cliniquecardiologiquecasa.com","https://cliniquecardiologiquecasa.com","2025-12-14 14:22:20"
"636","Clinique Californie",NULL,"Rue de la Clinique Californie, Casablanca","HÔPITAL","200","0522233456","info@cliniquecalifornie.ma","https://www.cliniquecalifornie.ma","2025-12-14 14:22:20"
"637","L'Hôpital de Saïdia مستشفى السعيدية",NULL,"Route de la plage, 66000 Saïdia","HÔPITAL","200","0098832211",NULL,NULL,"2025-12-14 14:22:20"
"638","مركز صحي",NULL,NULL,"HÔPITAL","350",NULL,NULL,NULL,"2025-12-14 14:22:20"
"639","Hôpital Sekkat",NULL,"Boulevard Mohammed VI, 40000 Marrakech","HÔPITAL","500","0524433131",NULL,NULL,"2025-12-14 14:22:20"
"640","Centre de Santé Derb el Kheir",NULL,"Rue de la Liberté, Derb el Kheir, Casablanca","HÔPITAL","200","0522334455","derbelkheir@centre-sante.ma","https://centre-sante.ma/derbelkheir","2025-12-14 14:22:20"
"641","Polyclinique ِCNSS Sidi Bernoussi",NULL,"Boulevard Sidi Mohammed Ben Abdallah, Sidi Bernoussi, Casablanca","HÔPITAL","200","0522434343",NULL,NULL,"2025-12-14 14:22:20"
"642","Centre d'Hemodialyse 2 Mars",NULL,"Boulevard Mohammed VI, 20000 Casablanca","CLINIQUE","50","0522334455","centre.hemodialyse.2mars@hopitaux-marocains.ma","https://hopitaux-marocains.ma/centre-hemodialyse-2-mars","2025-12-14 14:22:20"
"643","Dispensaire Douar Sidi Ali مستوصف دوار سيدي علي",NULL,"Route de Douar Sidi Ali, 40000 Marrakech","CLINIQUE","50","0524311111","dsadouarsidi@gmail.com","https://www.dispensaire-douar-sidi-ali.ma","2025-12-14 14:22:20"
"644","Centre de santé 1","185","Toulal ⵜⵓⵍⴰⵍ","CLINIQUE","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"645","Azrou Health Center",NULL,"Route de Tafilalet, Azrou, Fès-Meknès","CLINIQUE","20",NULL,NULL,NULL,"2025-12-14 14:22:20"
"646","Hôpital provincial de Midelt",NULL,"Route de Meknès, 54000 Midelt","HÔPITAL","200",NULL,NULL,NULL,"2025-12-14 14:22:20"
"647","Hopital provincial Errazi مستشفى الرازي",NULL,"Route de Marrakech, 40000 Errachidia","HÔPITAL","300","0536781111",NULL,NULL,"2025-12-14 14:22:20"
"648","Hôpital EL IDRISSI",NULL,"BP 2129, Avenue Hassan II, 40000 Rabat","HÔPITAL","500","0537373111","hpidrissi@hopitaux.gov.ma","https://www.hpidrissi.ma","2025-12-14 14:22:20"
"649","Polyclinique de Kenitra",NULL,"Rue de la République, 14000 Kenitra","CLINIQUE","150","0537373635","polycliniquedekenitra@gmail.com","https://www.polycliniquedekenitra.ma","2025-12-14 14:22:20"
"650","Hôpital de Figuig مستشفى فكيك","186","Route de la ville, BP 100, 32100 Figuig","HÔPITAL","150",NULL,"hospitalfiguig@minss.gov.ma","https://www.minss.gov.ma/fr/hopitaux/hopital-de-figuig","2025-12-14 14:22:20"
"651","Clinique Beauséjour",NULL,NULL,"CLINIQUE","100","0537781313","info@cliniquebeausejour.ma","https://cliniquebeausejour.ma/","2025-12-14 14:22:20"
"652","Centre de dialyse Al AMAL",NULL,"Boulevard Mohammed VI, 40000 Marrakech","CLINIQUE","50","0537384493","info@al-amal.ma","https://www.al-amal.ma/","2025-12-14 14:22:20"
"653","Clinique Orthopedie",NULL,NULL,"CLINIQUE","90",NULL,NULL,NULL,"2025-12-14 14:22:20"
"654","Clinique De La Vision de Rabat",NULL,"Bd. Sidi Mohammed Ben Abdallah, 10000 Rabat","CLINIQUE","70","0537676666",NULL,NULL,"2025-12-14 14:22:20"
"655","Clinique Ibn Khaldoun مصحة إبن خلدون","152","Rue Ibn Khaldoun, Rabat","CLINIQUE","100","0537776767",NULL,"https://www.cliniqueibnkhaldoun.ma","2025-12-14 14:22:20"
"656","Disponsaire Smaâla",NULL,"BP 1234, Smaâla","HÔPITAL","150","0611223344","disponsaire.smaala@hopitaux-marocains.ma","https://www.disponsaire-smaala.ma","2025-12-14 14:22:20"
"657","Dispensaire ElKheir",NULL,"Rue El Kheir, Casablanca","HÔPITAL","50","0522334455","info@dispensaireelkheir.ma","https://dispensaireelkheir.ma","2025-12-14 14:22:20"
"658","Clinicque International de Mogador",NULL,NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"659","Polyclinique Ahadaf",NULL,"Rue de la République, Casablanca","HÔPITAL","150","0537233456","info@ahadaf.ma","https://www.ahadaf.ma","2025-12-14 14:22:20"
"660","clinique Nour مصحة النور",NULL,"Rue de la clinique Nour, Fès","CLINIQUE","150","0535634444","info@cliniquenour.ma","https://www.cliniquenour.ma","2025-12-14 14:22:20"
"661","Al moukawama",NULL,NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"662","Ikniouen clinic",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"663","Clinique des Nations Unies",NULL,"BP 1234, Rabat","CLINIQUE","200","0537732112","info@cliniquedesnationsunies.ma","https://cliniquenationsunies.com/","2025-12-14 14:22:20"
"664","Clinique Ain Chock",NULL,"Boulevard de l'Armée Royale, Ain Chock, Casablanca","CLINIQUE","120","0547252525",NULL,NULL,"2025-12-14 14:22:20"
"665","Ajial Hôpital Pédiatrique",NULL,NULL,"HÔPITAL","650",NULL,NULL,NULL,"2025-12-14 14:22:20"
"666","Hôpital Sanyat Rmel","129","Route de Tétouan, Rmel","HÔPITAL","150","0398323456","hospitalsanyatrmel@gmail.com","https://www.hospitalsanyatrmel.ma","2025-12-14 14:22:20"
"667","Hospital Bouizamarn",NULL,NULL,"HÔPITAL","700",NULL,NULL,NULL,"2025-12-14 14:22:20"
"668","centre hospitalier Ibn SINA",NULL,"Rue Ibn Sina, Casablanca","HÔPITAL","1000","0522282121",NULL,NULL,"2025-12-14 14:22:20"
"669","clinique privé Arrahma","188","Route de Meknès, Taourirt 53000","HÔPITAL","50","0535582222",NULL,NULL,"2025-12-14 14:22:20"
"670","centre de diagnostique polyvalent",NULL,NULL,"HÔPITAL","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"671","Hopital Provincial Taourirt","189","Route de la ville, 46160 Taourirt","HÔPITAL","250","0535832314","hopitaltaourirt@maroc.org","https://www.hopitaltaourirt.ma","2025-12-14 14:22:20"
"672","hopital Assalam",NULL,NULL,"HÔPITAL","120",NULL,NULL,NULL,"2025-12-14 14:22:20"
"673","centre médical Moukhtar soussi",NULL,"Rue Moukhtar Soussi, Casablanca","HÔPITAL","200","0522334455","info@centremedicalmoukhtarsoussi.ma","https://centremedicalmoukhtarsoussi.ma","2025-12-14 14:22:20"
"674","Polyclinique CNSS","190","Route de Casablanca, 20600 Mohammedia","HÔPITAL","350","0535644500",NULL,NULL,"2025-12-14 14:22:20"
"675","Centre de santé midelt",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"676","Polyclinique CNSS","144","Tanger","HÔPITAL","350","0539933131",NULL,NULL,"2025-12-14 14:22:20"
"677","Centre Hospitalier Préfectoral de Ben M'Sick",NULL,"Route de Casablanca, 20650 Ben M'Sick, Casablanca-Settat","HÔPITAL","350","0522231111",NULL,NULL,"2025-12-14 14:22:20"
"678","Polyclinique CNSS Hay Hassani مصحة الضمان الإجتماعي الحي الحسني","155","Boulevard Mohammed V, 20100 Casablanca","HÔPITAL","200","0522322222","cnss.hayhassani@cnss.ma","https://www.cnss.ma/fr/centre-de-soins/hay-hassani","2025-12-14 14:22:20"
"679","Croissant rouge marocain",NULL,"Rue Mohamed El Hansali, Fès","HÔPITAL","120","0535624042",NULL,NULL,"2025-12-14 14:22:20"
"680","Dispensaire",NULL,"Rue de la Liberté, Fès","CLINIQUE","20","0535636363","dispensaire.fes@minss.gov.ma","https://www.minss.gov.ma/dispensaire-fes","2025-12-14 14:22:20"
"681","Hôpital Omar Drissi",NULL,"BP 1234, 10000 Rabat","HÔPITAL","500","0537632400","hpd.oumar@hopitaux-marocains.ma","https://hopitaux-marocains.ma/hpd-oumar","2025-12-14 14:22:20"
"682","Clinic ‘Ouajdi’",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"683","مستشفى ابن البتطار",NULL,"Route de Taza, Fès 30000","HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"684","Hôpital Espagnol","144","Boulevard Mohammed VI, Tanger","HÔPITAL","500","0539933131",NULL,NULL,"2025-12-14 14:22:20"
"685","Clinique Illigh",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"686","Clinique d'oncologie Ibn Sina",NULL,"Rue Ibn Sina, Casablanca","CLINIQUE","150","0522334455","clinique.oncologie.ibn.sina@maroc.com","https://cliniqueibnsina.ma","2025-12-14 14:22:20"
"687","Laboratoire D'Analyses Médicales de Tanger","144","Boulevard Mohammed VI, Tanger","CLINIQUE","20","0539933131",NULL,NULL,"2025-12-14 14:22:20"
"688","Clinique Internationale de Marrakech",NULL,"Km 8, Route de Casablanca, Marrakech","HÔPITAL","120","0524380000","info@clinique-internationale.ma","https://www.clinique-internationale-marrakech.com/","2025-12-14 14:22:20"
"689","Clinique Sidi Amar","144","Rue Sidi Amar, Tanger","CLINIQUE","50","0539933456","cliniquesidiamar@gmail.com","https://cliniquesidiamar.ma","2025-12-14 14:22:20"
"690","Cabinets de Pédiatrie","144","Rue de la Pédiatrie, Tanger","CLINIQUE","50","0539123456","pediatrie.tanger@hopitaux-marocains.ma","https://hopitaux-marocains.ma/cabinets-pediatrie-tanger","2025-12-14 14:22:20"
